item - centres - c - cp,item - centres - c - com,item - centres - c - pob,item - id,item - dep,item - nom,item - resp,item - iddep
8009,Barcelonès,Barcelona,18779,Departament d'Interior,Comissió de Policia de Catalunya,Ramon Espadaler i Parcerisas,13760
8003,Barcelonès,Barcelona,12072,Departament d'Economia i Coneixement,Comissió de Política Lingüística del Consell Interuniversitari de Catalunya,null,1103
8037,Barcelonès,Barcelona,5383,Departament d'Empresa i Ocupació,Comissió de Preus de Catalunya,null,15638
,,,13456,Departament d'Economia i Coneixement,Comissió de Professorat Lector i Professorat Col·laborador,Teresa Garcia-Milà,1103
8003,Barcelonès,Barcelona,12054,Departament d'Economia i Coneixement,Comissió de Programació i Ordenació Acadèmica del Consell Interuniversitari de Catalunya,null,1103
8009,Barcelonès,Barcelona,911,Departament d'Interior,Comissió de Protecció Civil de Catalunya,null,13760
,,,18043,Departament de Territori i Sostenibilitat,Comissió de Recerca de l'Àmbit Immobiliari,null,3392
,,,18044,Departament de Territori i Sostenibilitat,Comissió de Recerca de l'Àmbit de la Sostenibilitat i de la Qualitat de l'Edificació,null,3392
,,,18046,Departament de Territori i Sostenibilitat,Comissió de Recerca de l'Àmbit de les Polítiques Públiques de l'Habitatge,null,3392
,,,18045,Departament de Territori i Sostenibilitat,Comissió de Recerca de l'Àmbit del Dret a l'Habitatge i de l'Exclusió Social Residencial,null,3392
8003,Barcelonès,Barcelona,12057,Departament d'Economia i Coneixement,Comissió de Recerca i Transferència de Coneixement del Consell Interuniversitari de Catalunya,null,1103
8003,Barcelonès,Barcelona,18145,Departament d'Economia i Coneixement,Comissió de Relacions Internacionals del Consell Interuniversitari de Catalunya,null,1103
8100,Vallès Oriental,Mollet del Vallès,16179,Departament d'Interior,"Comissió de Relacions amb Entitats, Centres i Professionals de Seguretat Privada",null,13760
8100,Vallès Oriental,Mollet del Vallès,16010,Departament d'Interior,Comissió de Relacions amb els Sindicats,null,13760
8003,Barcelonès,Barcelona,18197,Departament de Governació i Relacions Institucionals,Comissió de Retribucions i Despeses de Personal,null,655
8011,Barcelonès,Barcelona,4937,Departament d'Empresa i Ocupació,Comissió de Seguiment d'Eleccions Sindicals a l'Administració Pública,null,15638
8028,Barcelonès,Barcelona,7087,Departament de Salut,Comissió de Seguiment de la Implantació del Conjunt Mínim Bàsic de Dades de l'Alta Hospitalària,null,2803
8028,Barcelonès,Barcelona,3277,Departament de Salut,"Comissió de Seguiment dels Tractaments que Preveu el Reial Decret 75/1990, de 19 de gener",null,2803
17004,Gironès,Girona,3271,Departament de Salut,Comissió de Seguiment i Control de Llars d'Infants a Girona,null,2803
25006,Segrià,Lleida,3272,Departament de Salut,Comissió de Seguiment i Control de Llars d'Infants a Lleida,null,2803
43002,Tarragonès,Tarragona,3273,Departament de Salut,Comissió de Seguiment i Control de Llars d'Infants a Tarragona,null,2803
8021,Barcelonès,Barcelona,1899,Departament d'Ensenyament,Comissió de Seguretat en Centres Docents per a Situacions d'Emergència o Greu Risc,null,1599
8007,Barcelonès,Barcelona,1549,Departament d'Economia i Coneixement,Comissió de Subministraments del Departament d'Economia i Finances,null,1103
8021,Barcelonès,Barcelona,1885,Departament d'Ensenyament,Comissió de Subministraments del Departament d'Educació,null,1599
8009,Barcelonès,Barcelona,903,Departament d'Interior,Comissió de Subministraments del Departament d'Interior,"Xavier Palmés i Cosidó, cap del Servei de Cont. i Patrimoni",13760
8039,Barcelonès,Barcelona,5957,Departament de Benestar Social i Família,Comissió de Subministraments del Departament de Benestar i Família,null,5823
8003,Barcelonès,Barcelona,11317,Departament de Governació i Relacions Institucionals,Comissió de Subministraments del Departament de Governació i Relacions Institucionals,null,655
8028,Barcelonès,Barcelona,3274,Departament de Salut,Comissió de Subministraments del Departament de Salut,null,2803
8001,Barcelonès,Barcelona,11881,Departament de Cultura,Comissió de Toponímia,null,2221
8010,Barcelonès,Barcelona,15052,Departament d'Economia i Coneixement,Comissió de Vehicles de l'Administració de la Generalitat de Catalunya,null,1103
8001,Barcelonès,Barcelona,2725,Departament de Cultura,Comissió del Patrimoni Etnològic,null,2221
8003,Barcelonès,Barcelona,18198,Departament de Governació i Relacions Institucionals,Comissió del Sector Públic,null,655
8003,Barcelonès,Barcelona,908,Departament de Governació i Relacions Institucionals,Comissió mixta de traspàs de serveis i recursos de les diputacions a la Generalitat o als consells comarcals,Conseller/a de Governació i Relacions Institucionals,655
8003,Barcelonès,Barcelona,18199,Departament de Governació i Relacions Institucionals,Comissió per a l'Impuls dels Mitjans Electrònics a l'Administració,null,655
8003,Barcelonès,Barcelona,18668,Departament de Governació i Relacions Institucionals,Comissió per a l'elaboració dels documents preparatoris dels avantprojectes de llei de governs locals i d'hisendes locals,Consellera de Governació i Relacions Institucionals,655
8003,Barcelonès,Barcelona,18830,Departament d'Economia i Coneixement,Comissió per a l'estudi de la governança del sistema universitari de Catalunya,null,1103
8003,Barcelonès,Barcelona,15003,Departament de la Presidència,Comitè Català d'Ajut Humanitari d'Emergència (CCAHE),null,6
8001,Barcelonès,Barcelona,13506,Departament de Benestar Social i Família,Comitè Tècnic d'Avaluació,null,5823
8007,Barcelonès,Barcelona,12213,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Comitè Tècnic per a l'Aplicació de les Mesures Agroambientals a Catalunya,null,4163
8029,Barcelonès,Barcelona,19036,Departament de Territori i Sostenibilitat,Comitè d'Acreditació,null,3392
8028,Barcelonès,Barcelona,3307,Departament de Salut,Comitè d'Experts en Drogodependències,Francesc Freixa i Santfeliu,2803
8028,Barcelonès,Barcelona,3306,Departament de Salut,Comitè d'Experts en Productes Alimentosos i Alimentaris,null,2803
8010,Barcelonès,Barcelona,1530,Departament d'Economia i Coneixement,Comitè d'Inversions Públiques de la Generalitat de Catalunya,null,1103
8009,Barcelonès,Barcelona,16257,Departament d'Interior,Comitè d'Ètica de la Policia de Catalunya,null,13760
8039,Barcelonès,Barcelona,17688,Departament de Benestar Social i Família,Comitè d'Ètica dels Serveis Socials de Catalunya,null,5823
8028,Barcelonès,Barcelona,3284,Departament de Salut,Comitè de Bioètica de Catalunya,null,2803
8009,Barcelonès,Barcelona,9673,Departament d'Interior,Comitè de Direcció del Trànsit,null,13760
,,,18207,Departament d'Interior,Comitè de Recursos Tecnològics i Sistemes d'Informació,null,13760
8011,Barcelonès,Barcelona,5983,Departament d'Empresa i Ocupació,Comitè de Seguiment de la Renda Mínima d'Inserció,null,15638
43002,Tarragonès,Tarragona,6979,Departament de Salut,Compra de Serveis i Control de Gestió. Regió Sanitària Camp de Tarragona,Jaume Grifoll i Llorens,2803
17002,Gironès,Girona,6986,Departament de Salut,Compra de Serveis i Control de Gestió. Regió Sanitària Girona,Ma. Teresa Lapiedra i Andrés,2803
8241,Bages,Manresa,18672,Departament de Salut,Compra de Serveis. Regió Sanitària Catalunya Central,Teresa Sabater Ripollès,2803
25006,Segrià,Lleida,6974,Departament de Salut,Compra de Serveis. Regió Sanitària Lleida,M. Pilar Urdaniz Bondia,2803
8908,Barcelonès,L'Hospitalet de Llobregat,18820,Departament d'Empresa i Ocupació,Comunicació (CTTI),null,15638
8002,Barcelonès,Barcelona,16542,Departament de Cultura,Comunicació i Màrqueting (ICEC),null,2221
8003,Barcelonès,Barcelona,10079,Departament d'Economia i Coneixement,Conferència General del Consell Interuniversitari de Catalunya,null,1103
8350,Maresme,Arenys de Mar,4637,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors d'Arenys de Mar,Antonio Marzoa Notlevsen,4163
8912,Barcelonès,Badalona,4638,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Badalona,Jordi Gasull Tarragó,4163
8039,Barcelonès,Barcelona,4639,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Barcelona,José Manuel Juárez Juárez,4163
17300,Selva,Blanes,4647,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Blanes,Eusebi Esgleas Parés,4163
17488,Alt Empordà,Cadaqués,4648,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Cadaqués,Rafel Llinares Bueno,4163
43820,Baix Penedès,Calafell,4660,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Calafell,Joan Soler Guasch,4163
8370,Maresme,Calella,4640,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Calella,Conrad Blanch Soteras,4163
43850,Baix Camp,Cambrils,4661,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Cambrils,Francisco Gil Vega,4163
43580,Baix Ebre,Deltebre,4663,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Deltebre,Josep Lluís Casanova i Aragonés,4163
17490,Alt Empordà,Llançà,4651,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Llançà,Antoni Negre Juventells,4163
17310,Selva,Lloret de Mar,4652,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Lloret de Mar,Antoni Pujol Vila,4163
8380,Maresme,Malgrat de Mar,15242,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Malgrat de Mar,Josep Fontrodona Cardó,4163
8301,Maresme,Mataró,4641,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Mataró,Enric Sabanés Bellart,4163
8390,Maresme,Montgat,4642,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Montgat - El Masnou - Premià de Mar,Josep Hernández Casanovas,4163
17230,Baix Empordà,Palamós,4653,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Palamós,Francesc Benaiges Samarra,4163
8397,Maresme,Pineda de Mar,4643,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Pineda de Mar,Francesc Horta Hernández,4163
17480,Alt Empordà,Roses,4655,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Roses,Antoni Abad Mallol,4163
43540,Montsià,Sant Carles de la Ràpita,4664,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Sant Carles de la Ràpita (Sant Pere),Xavier Garriga i Duch,4163
43540,Montsià,Sant Carles de la Ràpita,4665,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Sant Carles de la Ràpita (Verge del Carme),Eusebio Francisco Rosales Pepiol,4163
17220,Baix Empordà,Sant Feliu de Guíxols,4656,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Sant Feliu de Guíxols,Carmelo Martínez Martínez,4163
8395,Maresme,Sant Pol de Mar,4644,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Sant Pol de Mar,Josep Montmany Malagelada,4163
8870,Garraf,Sitges,4645,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Sitges,Antonio José Martínez Sànchez,4163
43004,Tarragonès,Tarragona,4666,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Tarragona,Esteve Ortiz Brunet,4163
43830,Tarragonès,Torredembarra,4667,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Torredembarra,Josep M. Fortuny  Pons,4163
17320,Selva,Tossa de Mar,4657,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Tossa de Mar,Jordi Rabassa Pagès,4163
8800,Garraf,Vilanova i la Geltrú,4646,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de Vilanova i la Geltrú,Miquel Illa Sagarra,4163
43860,Baix Ebre,L'Ametlla de Mar,4658,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de l'Ametlla de Mar,Juan Llambrich Gaseni,4163
43895,Baix Ebre,L'Ampolla,4659,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de l'Ampolla,Josep Molina i Navarro,4163
17130,Alt Empordà,L'Escala,4649,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de l'Escala,Lluís Sureda Güell,4163
17258,Torroella de Montgrí,L'Estartit,4650,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de l'Estartit,Pere Estradera Sagrera,4163
43569,Alcanar,Les Cases d'Alcanar,4662,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors de les Cases d'Alcanar,Pau Escala Ribot,4163
17489,Alt Empordà,El Port de la Selva,4654,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Confraria de Pescadors del Port de la Selva,Josep Manel Perelló Monés,4163
17130,Alt Empordà,L'Escala,8484,Departament de Cultura,Conjunt Monumental d'Empúries,Marta Santos Retolaza,2221
8001,Barcelonès,Barcelona,11015,Departament de la Presidència,Consell Acadèmic del Centre d'Estudis de Temes Contemporanis,null,6
8028,Barcelonès,Barcelona,3297,Departament de Salut,Consell Assessor Sobre Accidents en la Infància,Joan Picañol i Peirató,2803
8028,Barcelonès,Barcelona,3327,Departament de Salut,Consell Assessor Sobre Assistència Psiquiàtrica i Salut Mental a Catalunya,Miquel Casas i Brugué,2803
8028,Barcelonès,Barcelona,8163,Departament de Salut,Consell Assessor Sobre Esclerosi Múltiple,null,2803
8028,Barcelonès,Barcelona,9935,Departament de Salut,Consell Assessor Sobre Laboratoris Clínics,null,2803
8028,Barcelonès,Barcelona,11069,Departament de Salut,Consell Assessor Sobre Malalties Neuromusculars,Salvador Doy i Pica,2803
8007,Barcelonès,Barcelona,10643,Departament de Salut,Consell Assessor Sobre el Tractament Farmacològic de l'Esclerosi Múltiple,null,2803
8007,Barcelonès,Barcelona,8164,Departament de Salut,Consell Assessor Sobre el Tractament Farmacològic de la Malaltia d'Alzheimer,Mercè Boada i Rovira,2803
8007,Barcelonès,Barcelona,10642,Departament de Salut,Consell Assessor Sobre el Tractament Farmacològic de les Hepatitis Víriques,null,2803
8028,Barcelonès,Barcelona,3300,Departament de Salut,Consell Assessor Sobre l'Activitat Física i Promoció de la Salut a Catalunya,null,2803
8028,Barcelonès,Barcelona,3298,Departament de Salut,Consell Assessor Sobre la Diabetis a Catalunya,Eduard Montanya i Mias,2803
8028,Barcelonès,Barcelona,3296,Departament de Salut,Consell Assessor Sobre la Hipertensió Arterial a Catalunya,Miquel Torner i Soler,2803
8028,Barcelonès,Barcelona,3299,Departament de Salut,Consell Assessor Sobre la Salut Dental a Catalunya,Emili Cuenca i Sala,2803
8028,Barcelonès,Barcelona,3329,Departament de Salut,Consell Assessor Sobre la Utilització Terapèutica de l'Eritropoetina Humana Recombinant,Lluís Piera i Robert,2803
8007,Barcelonès,Barcelona,3328,Departament de Salut,Consell Assessor Sobre la Utilització Terapèutica de l'Hormona del Creixement i Substàncies Relacionades,Josep Argemí i Renom,2803
8028,Barcelonès,Barcelona,3330,Departament de Salut,Consell Assessor Sobre la Utilització Terapèutica de l'Interferó,Miquel Bruguera i Cortada,2803
