item - centres - c - cp,item - centres - c - com,item - centres - c - pob,item - id,item - dep,item - nom,item - resp,item - iddep
8029,Barcelonès,Barcelona,16538,Consell de l'Audiovisual de Catalunya (CAC),Unitat de Secretaria,Esther Rodríguez López,13961
8003,Barcelonès,Barcelona,12610,Parlament de Catalunya,Unitat de Selecció i Provisió de Llocs de Treball,null,6581
8029,Barcelonès,Barcelona,11989,Consell de l'Audiovisual de Catalunya (CAC),Unitat de Serveis Generals,null,13961
8029,Barcelonès,Barcelona,10516,Departament de la Presidència,Unitat de Serveis Lingüistics (EADOP),Núria Anguera i Cercós,6
8010,Barcelonès,Barcelona,15553,Departament de Justícia,Unitat de Serveis Socials,Anna Cabanes Altés,13757
8029,Barcelonès,Barcelona,18793,Departament de Territori i Sostenibilitat,Unitat de Sistemes d'Observació Meteorològica (SMC),Roger Vendrell i Soler,3392
8015,Barcelonès,Barcelona,2459,Departament de Benestar Social i Família,Unitat de Suport,Ricard Julià i Capdevila,5823
8010,Barcelonès,Barcelona,13329,Departament de Justícia,Unitat de Suport Informàtic,Sílvia Duque Ramirez,13757
8290,Vallès Occidental,Cerdanyola del Vallès,12153,Departament d'Interior,Unitat de Suport Logístic i Mitjans Aeris,Josep Lluís Espadas Gutiérrez,13760
8290,Vallès Occidental,Cerdanyola del Vallès,16287,Departament d'Interior,Unitat de Suport a la Gestió,Antonio Ramos Medina,13760
8029,Barcelonès,Barcelona,17979,Departament de Territori i Sostenibilitat,Unitat de Tecnologies de la Informació i Comunicacions (SMC),Joan Biarge i Domènech,3392
8001,Barcelonès,Barcelona,9695,Departament de Benestar Social i Família,Unitat de Tramitació de les Adopcions Internacionals,Elvira Molinero i Blanco,5823
8005,Barcelonès,Barcelona,18832,Departament de Salut,Unitat de Vigilància Epidemiològica del Servei Regional a Barcelona - Zona Barcelonès Nord i Maresme,null,2803
8907,Barcelonès,L'Hospitalet de Llobregat,18833,Departament de Salut,Unitat de Vigilància Epidemiològica del Servei Regional a Barcelona - Zona Sud,null,2803
8221,Vallès Occidental,Terrassa,18834,Departament de Salut,Unitat de Vigilància Epidemiològica del Servei Regional a Barcelona - Zona Vallès,null,2803
17002,Gironès,Girona,18836,Departament de Salut,Unitat de Vigilància Epidemiològica del Servei Regional a Girona,null,2803
25006,Segrià,Lleida,18837,Departament de Salut,Unitat de Vigilància Epidemiològica del Servei Regional a Lleida i Alt Pirineu i Aran,null,2803
43500,Baix Ebre,Tortosa,18839,Departament de Salut,Unitat de Vigilància Epidemiològica del Servei Regional a Terres de l'Ebre,null,2803
8241,Bages,Manresa,18835,Departament de Salut,Unitat de Vigilància Epidemiològica del Servei Regional a la Catalunya Central,null,2803
43002,Tarragonès,Tarragona,18838,Departament de Salut,Unitat de Vigilància Epidemiològica del Servei Regional al Camp de Tarragona,null,2803
8003,Barcelonès,Barcelona,12620,Parlament de Catalunya,Unitat de Visites,null,6581
8029,Barcelonès,Barcelona,16537,Consell de l'Audiovisual de Catalunya (CAC),Unitat de l'Observatori,null,13961
8290,Vallès Occidental,Cerdanyola del Vallès,12151,Departament d'Interior,Unitat del Grup d'Actuacions Especials,Santi Lleonart Vidal,13760
8290,Vallès Occidental,Cerdanyola del Vallès,12152,Departament d'Interior,Unitat del Grup d'Emergències Mèdiques,Miquel Vidal Domínguez,13760
8005,Barcelonès,Barcelona,6952,Departament de Salut,Unitat funcional SIDA - Oficina administrativa,Montserrat Català i Carbó,2803
8005,Barcelonès,Barcelona,6951,Departament de Salut,Unitat funcional SIDA - Oficina d'informació,Rosa Maria Mansilla i Lou,2803
8003,Barcelonès,Barcelona,12614,Parlament de Catalunya,Unitats Operatives i Parc Mòbil,null,6581
8022,Barcelonès,Barcelona,9105,Departament d'Economia i Coneixement,Universitat Abat Oliba CEU (UAO),Carlos Pérez del Valle,1103
8193,Vallès Occidental,Cerdanyola del Vallès,244,Departament d'Economia i Coneixement,Universitat Autònoma de Barcelona (UAB),Ferran Sancho Pifarré,1103
8017,Barcelonès,Barcelona,8144,Departament d'Economia i Coneixement,Universitat Internacional de Catalunya (UIC),Pere Alavedra Ribot,1103
8035,Barcelonès,Barcelona,500,Departament d'Economia i Coneixement,Universitat Oberta de Catalunya (UOC),Imma Tubella i Casadevall,1103
8034,Barcelonès,Barcelona,325,Departament d'Economia i Coneixement,Universitat Politècnica de Catalunya (UPC),Antoni Giró i Roca,1103
8002,Barcelonès,Barcelona,373,Departament d'Economia i Coneixement,Universitat Pompeu Fabra (UPF),Josep Joan Moreso Mateos,1103
8022,Barcelonès,Barcelona,477,Departament d'Economia i Coneixement,Universitat Ramon Llull (URL),Esther Giménez-Salinas i Colomer,1103
43003,Tarragonès,Tarragona,450,Departament d'Economia i Coneixement,Universitat Rovira i Virgili (URV),Francesc Xavier Grau i Vidal,1103
8007,Barcelonès,Barcelona,164,Departament d'Economia i Coneixement,Universitat de Barcelona (UB),Dídac Ramírez Sarrió,1103
8006,Barcelonès,Barcelona,10429,Departament d'Economia i Coneixement,"Universitat de Barcelona, UB Mèdia (UB)",null,1103
17071,Gironès,Girona,403,Departament d'Economia i Coneixement,Universitat de Girona (UdG),Anna Maria Geli de Ciurana,1103
25003,Segrià,Lleida,426,Departament d'Economia i Coneixement,Universitat de Lleida (UdL),Roberto Fernández Díaz,1103
8500,Osona,Vic,7858,Departament d'Economia i Coneixement,Universitat de Vic (UVic),Jordi Montaña Matosas,1103
8015,Barcelonès,Barcelona,9742,Departament de la Presidència,Unió de Consells Esportius de Catalunya,Sebastià Bondia,6
8008,Barcelonès,Barcelona,2702,Departament de la Presidència,Unió de Federacions Esportives de Catalunya,null,6
17534,Ripollès,Queralbs,7583,Departament de Territori i Sostenibilitat,Vall de Núria,null,3392
17534,Ripollès,Queralbs,,,,,
43800,Alt Camp,Valls,17284,Departament de Justícia,Valls. Servei d'Informació Mediadora (SIM) de l'Ajuntament,null,13757
17869,Ripollès,Setcases,19038,Departament de Territori i Sostenibilitat,Vallter 2000,null,3392
8500,Osona,Vic,17073,Departament de Justícia,Vic. Servei d'Informació Mediadora del Consell Comarcal d'Osona,null,13757
8500,Osona,Vic,17066,Departament de Justícia,Vic. Servei de Mediació Ciutadana i Comunitària de l'Ajuntament,null,13757
8720,Alt Penedès,Vilafranca del Penedès,17103,Departament de Justícia,Vilafranca del Penedès. Servei d'Informació a la Mediació Familiar del Consell Comarcal de l'Alt Penedès,null,13757
8720,Alt Penedès,Vilafranca del Penedès,,,,,
8720,Alt Penedès,Vilafranca del Penedès,17067,Departament de Justícia,Vilafranca del Penedès. Servei de Mediació i Resolució de Conflictes,null,13757
8800,Garraf,Vilanova i la Geltrú,17997,Departament de Justícia,Vilanova i la Geltrú. Servei d'Informació Mediadora (SIM) de l'Ajuntament,null,13757
43120,Tarragonès,Constantí,13259,Departament de Cultura,Vil·la romana de Centcelles,null,2221
43893,Tarragonès,Altafulla,13258,Departament de Cultura,Vil·la romana dels Munts,null,2221
8001,Barcelonès,Barcelona,8362,Departament de Cultura,Xarxa Tècnica de Política Lingüística,null,2221
8008,Barcelonès,Barcelona,13562,Departament de Salut,"Xarxa de comissions de docència i comissions assessores dels centres sanitaris acreditats, per a la formació dels i de les especialistes en ciències de la salut a Catalunya",null,2803
8800,Garraf,Vilanova i la Geltrú,3874,Departament de Territori i Sostenibilitat,Zona Portuària Centre,Margarita Diez i Rilova,3392
17230,Baix Empordà,Palamós,3867,Departament de Territori i Sostenibilitat,Zona Portuària Nord,Joan Pere Darbra Roman,3392
43540,Montsià,Sant Carles de la Ràpita,11912,Departament de Territori i Sostenibilitat,Zona Portuària Sud,Enric Martínez Sastre,3392
8007,Barcelonès,Barcelona,7074,Departament de Salut,Àmbit d'Atenció Primària Barcelona Ciutat,Pilar Solans Julián,2803
8028,Barcelonès,Barcelona,168,Departament d'Economia i Coneixement,Àrea Acadèmica i d'Estudiants (UB),Àngels Alegre Sánchez,1103
43800,Alt Camp,Valls,13197,Departament d'Interior,Àrea Bàsica Policial Alt Camp - Conca de Barberà,null,13760
17600,Alt Empordà,Figueres,9674,Departament d'Interior,Àrea Bàsica Policial Alt Empordà - Figueres,null,13760
17480,Alt Empordà,Roses,9675,Departament d'Interior,Àrea Bàsica Policial Alt Empordà - Roses,null,13760
8720,Alt Penedès,Vilafranca del Penedès,13187,Departament d'Interior,Àrea Bàsica Policial Alt Penedès,null,13760
25700,Alt Urgell,La Seu d'Urgell,10115,Departament d'Interior,Àrea Bàsica Policial Alt Urgell,null,13760
8700,Anoia,Igualada,12325,Departament d'Interior,Àrea Bàsica Policial Anoia,null,13760
8350,Maresme,Arenys de Mar,13140,Departament d'Interior,Àrea Bàsica Policial Arenys de Mar,null,13760
8915,Barcelonès,Badalona,13141,Departament d'Interior,Àrea Bàsica Policial Badalona,null,13760
8243,Bages,Manresa,12326,Departament d'Interior,Àrea Bàsica Policial Bages,null,13760
43206,Baix Camp,Reus,13198,Departament d'Interior,Àrea Bàsica Policial Baix Camp - Priorat,null,13760
43500,Baix Ebre,Tortosa,13210,Departament d'Interior,Àrea Bàsica Policial Baix Ebre,null,13760
17100,Baix Empordà,La Bisbal d'Empordà,9676,Departament d'Interior,Àrea Bàsica Policial Baix Empordà - La Bisbal,null,13760
17220,Baix Empordà,Sant Feliu de Guíxols,9677,Departament d'Interior,Àrea Bàsica Policial Baix Empordà - Sant Feliu de Guíxols,null,13760
43700,Baix Penedès,El Vendrell,13199,Departament d'Interior,Àrea Bàsica Policial Baix Penedès,null,13760
8600,Berguedà,Berga,10119,Departament d'Interior,Àrea Bàsica Policial Berguedà,null,13760
17520,Cerdanya,Puigcerdà,10116,Departament d'Interior,Àrea Bàsica Policial Cerdanya,null,13760
8290,Vallès Occidental,Cerdanyola del Vallès,13142,Departament d'Interior,Àrea Bàsica Policial Cerdanyola,null,13760
8001,Barcelonès,Barcelona,13159,Departament d'Interior,Àrea Bàsica Policial Ciutat Vella,null,13760
8940,Baix Llobregat,Cornellà de Llobregat,13178,Departament d'Interior,Àrea Bàsica Policial Cornellà de Llobregat,null,13760
8015,Barcelonès,Barcelona,13160,Departament d'Interior,Àrea Bàsica Policial Eixample,null,13760
8820,Baix Llobregat,El Prat de Llobregat,13184,Departament d'Interior,Àrea Bàsica Policial El Prat de Llobregat,null,13760
8950,Baix Llobregat,Esplugues de Llobregat,13179,Departament d'Interior,Àrea Bàsica Policial Esplugues de Llobregat,null,13760
8800,Garraf,Vilanova i la Geltrú,13180,Departament d'Interior,Àrea Bàsica Policial Garraf,null,13760
17800,Garrotxa,Olot,9678,Departament d'Interior,Àrea Bàsica Policial Garrotxa,null,13760
8850,Baix Llobregat,Gavà,13181,Departament d'Interior,Àrea Bàsica Policial Gavà,null,13760
17004,Gironès,Girona,9679,Departament d'Interior,Àrea Bàsica Policial Gironès - Pla de l'Estany,null,13760
8402,Vallès Oriental,Granollers,12327,Departament d'Interior,Àrea Bàsica Policial Granollers,null,13760
8023,Barcelonès,Barcelona,13164,Departament d'Interior,Àrea Bàsica Policial Gràcia,null,13760
8025,Barcelonès,Barcelona,13165,Departament d'Interior,Àrea Bàsica Policial Horta-Guinardó,null,13760
8905,Barcelonès,L'Hospitalet de Llobregat,13182,Departament d'Interior,Àrea Bàsica Policial L'Hospitalet de Llobregat,null,13760
8029,Barcelonès,Barcelona,13162,Departament d'Interior,Àrea Bàsica Policial Les Corts,null,13760
8760,Baix Llobregat,Martorell,13183,Departament d'Interior,Àrea Bàsica Policial Martorell,null,13760
8301,Maresme,Mataró,13143,Departament d'Interior,Àrea Bàsica Policial Mataró,null,13760
8100,Vallès Oriental,Mollet del Vallès,13144,Departament d'Interior,Àrea Bàsica Policial Mollet de Vallès,null,13760
43870,Montsià,Amposta,13211,Departament d'Interior,Àrea Bàsica Policial Montsià,null,13760
25600,Noguera,Balaguer,10107,Departament d'Interior,Àrea Bàsica Policial Noguera,null,13760
8042,Barcelonès,Barcelona,13166,Departament d'Interior,Àrea Bàsica Policial Nou Barris,null,13760
8500,Osona,Vic,9687,Departament d'Interior,Àrea Bàsica Policial Osona,null,13760
25620,Pallars Jussà,Tremp,10117,Departament d'Interior,Àrea Bàsica Policial Pallars Jussà-Pallars Sobirà,null,13760
8330,Maresme,Premià de Mar,13145,Departament d'Interior,Àrea Bàsica Policial Premià de Mar,null,13760
17500,Ripollès,Ripoll,9680,Departament d'Interior,Àrea Bàsica Policial Ripollès,null,13760
8191,Vallès Occidental,Rubí,13146,Departament d'Interior,Àrea Bàsica Policial Rubí,null,13760
8207,Vallès Occidental,Sabadell,13147,Departament d'Interior,Àrea Bàsica Policial Sabadell,null,13760
8030,Barcelonès,Barcelona,13167,Departament d'Interior,Àrea Bàsica Policial Sant Andreu,null,13760
8830,Baix Llobregat,Sant Boi de Llobregat,13185,Departament d'Interior,Àrea Bàsica Policial Sant Boi de Llobregat,null,13760
8980,Baix Llobregat,Sant Feliu de Llobregat,13186,Departament d'Interior,Àrea Bàsica Policial Sant Feliu de Llobregat,null,13760
8018,Barcelonès,Barcelona,13168,Departament d'Interior,Àrea Bàsica Policial Sant Martí,null,13760
8924,Barcelonès,Santa Coloma de Gramenet,13148,Departament d'Interior,Àrea Bàsica Policial Santa Coloma de Gramenet,null,13760
8038,Barcelonès,Barcelona,13161,Departament d'Interior,Àrea Bàsica Policial Sants-Montjuïc,null,13760
8017,Barcelonès,Barcelona,13163,Departament d'Interior,Àrea Bàsica Policial Sarrià-Sant Gervasi,null,13760
25300,Urgell,Tàrrega,13950,Departament d'Interior,Àrea Bàsica Policial Segarra-Urgell,null,13760
25200,Segarra,Cervera,10108,Departament d'Interior,Àrea Bàsica Policial Segarra-Urgell (Cervera),null,13760
25008,Segrià,Lleida,10109,Departament d'Interior,Àrea Bàsica Policial Segrià-Garrigues-Pla d'Urgell,null,13760
17430,Selva,Santa Coloma de Farners,9681,Departament d'Interior,Àrea Bàsica Policial Selva Interior,null,13760
17300,Selva,Blanes,9682,Departament d'Interior,Àrea Bàsica Policial Selva Litoral,null,13760
25280,Solsonès,Solsona,10120,Departament d'Interior,Àrea Bàsica Policial Solsonès,null,13760
43006,Tarragonès,Tarragona,13200,Departament d'Interior,Àrea Bàsica Policial Tarragonès,null,13760
43780,Terra Alta,Gandesa,13212,Departament d'Interior,Àrea Bàsica Policial Terra Alta - Ribera d'Ebre,null,13760
8226,Vallès Occidental,Terrassa,13149,Departament d'Interior,Àrea Bàsica Policial Terrassa,null,13760
25530,Vielha e Mijaran,Vielha,10118,Departament d'Interior,Àrea Bàsica Policial Val d'Aran-Alta Ribagorça,null,13760
8206,Vallès Occidental,Sabadell,12939,Departament d'Interior,Àrea Central d'Anàlisi,null,13760
8206,Vallès Occidental,Sabadell,12944,Departament d'Interior,Àrea Central d'Anàlisi de la Criminalitat,null,13760
8206,Vallès Occidental,Sabadell,12949,Departament d'Interior,Àrea Central d'Identificació,null,13760
8206,Vallès Occidental,Sabadell,12942,Departament d'Interior,Àrea Central d'Informació Exterior,null,13760
8206,Vallès Occidental,Sabadell,12941,Departament d'Interior,Àrea Central d'Informació Interior,null,13760
8206,Vallès Occidental,Sabadell,16141,Departament d'Interior,Àrea Central d'Investigació - Patrimoni,null,13760
8206,Vallès Occidental,Sabadell,16140,Departament d'Interior,Àrea Central d'Investigació - Persones,null,13760
8206,Vallès Occidental,Sabadell,12767,Departament d'Interior,Àrea Central d'Investigació d'Accidents,null,13760
8206,Vallès Occidental,Sabadell,12766,Departament d'Interior,Àrea Central de Circulació i Normativa,null,13760
8206,Vallès Occidental,Sabadell,16142,Departament d'Interior,Àrea Central de Crim Organitzat,null,13760
8206,Vallès Occidental,Sabadell,12950,Departament d'Interior,Àrea Central de Criminalística,null,13760
8206,Vallès Occidental,Sabadell,18625,Departament d'Interior,Àrea Central de Delictes Econòmics,null,13760
8206,Vallès Occidental,Sabadell,18623,Departament d'Interior,Àrea Central de Medi Ambient,null,13760
8206,Vallès Occidental,Sabadell,12945,Departament d'Interior,Àrea Central de Mitjans Tècnics i Suport Operatiu,null,13760
8206,Vallès Occidental,Sabadell,1080,Departament d'Interior,Àrea Central de Policia Administrativa,null,13760
8206,Vallès Occidental,Sabadell,6703,Departament d'Interior,Àrea Central de Suport Operatiu,null,13760
8029,Barcelonès,Barcelona,96,Departament de la Presidència,Àrea Comercial (EADOP),Pere Artasu i Peris,6
8029,Barcelonès,Barcelona,12742,Departament d'Interior,Àrea Disciplinària,null,13760
8001,Barcelonès,Barcelona,9801,Departament de Benestar Social i Família,Àrea Economicoadministrativa (ICD),Victor Álvarez i López,5823
8017,Barcelonès,Barcelona,6353,Departament de Territori i Sostenibilitat,Àrea Econòmica i de Serveis Generals,Elena Grifoll i Fàbregues,3392
8025,Barcelonès,Barcelona,17937,Departament d'Empresa i Ocupació,Àrea Especialitzada de Relacions Laborals i Ocupació,Raül Ballestín Campo,15638
8025,Barcelonès,Barcelona,17936,Departament d'Empresa i Ocupació,Àrea Especialitzada de Seguretat i Salut Laboral,Carme Toril Velasco,15638
43005,Tarragonès,Tarragona,18031,Departament d'Empresa i Ocupació,Àrea Especialitzada de Seguretat i Salut Laboral,Beatriz García Malo,15638
8015,Barcelonès,Barcelona,18650,Departament de Territori i Sostenibilitat,Àrea Financera,Jorge Giménez Hermida,3392
8008,Barcelonès,Barcelona,15223,Departament d'Empresa i Ocupació,Àrea Funcional de Planificació Lingüística,Meritxell Llorente Briones,15638
8130,Vallès Occidental,Santa Perpètua de Mogoda,13054,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Àrea General del Cos d'Agents Rurals,Josep Antoni Mur Allué,4163
8017,Barcelonès,Barcelona,6343,Departament de Territori i Sostenibilitat,Àrea Industrial,Ramon Oliva i Tarre,3392
8001,Barcelonès,Barcelona,9693,Departament de Benestar Social i Família,Àrea Juridicoadministrativa,null,5823
8017,Barcelonès,Barcelona,10524,Departament de Territori i Sostenibilitat,Àrea Jurídica,Teresa Lahuerta i Gonzalvo,3392
8037,Barcelonès,Barcelona,16242,Departament d'Empresa i Ocupació,Àrea Jurídica,Joan Rossinyol i Vidal,15638
8005,Barcelonès,Barcelona,17321,Departament de Salut,Àrea Jurídica (Agència de Protecció de la Salut),Carolina Ruiz Fernández,2803
8029,Barcelonès,Barcelona,16534,Consell de l'Audiovisual de Catalunya (CAC),Àrea Jurídica (CAC),Carme Fita i Caba,13961
8011,Barcelonès,Barcelona,18341,Departament d'Empresa i Ocupació,Àrea Jurídica d'Ocupació i Relacions Laborals,null,15638
8017,Barcelonès,Barcelona,6357,Departament de Territori i Sostenibilitat,Àrea Municipal,Josep Simó i Cabré,3392
8015,Barcelonès,Barcelona,18647,Departament de Territori i Sostenibilitat,"Àrea Organització, Qualitat i Auditoria de Processos",Edith Bober Màrmol,3392
8206,Vallès Occidental,Sabadell,16148,Departament d'Interior,Àrea Penitenciària,null,13760
8029,Barcelonès,Barcelona,16131,Departament d'Interior,Àrea Regional d'Instrucció d'Atestats i Custòdia de Detinguts,null,13760
43206,Baix Camp,Reus,13195,Departament d'Interior,Àrea Regional de Recursos Operatius (Regió Policial Camp de Tarragona),null,13760
8243,Bages,Manresa,12328,Departament d'Interior,Àrea Regional de Recursos Operatius (Regió Policial Central),null,13760
17003,Gironès,Girona,9683,Departament d'Interior,Àrea Regional de Recursos Operatius (Regió Policial Girona),null,13760
8030,Barcelonès,Barcelona,13157,Departament d'Interior,Àrea Regional de Recursos Operatius (Regió Policial Metropolitana Barcelona),null,13760
8402,Vallès Oriental,Granollers,13138,Departament d'Interior,Àrea Regional de Recursos Operatius (Regió Policial Metropolitana Nord),null,13760
8980,Baix Llobregat,Sant Feliu de Llobregat,13176,Departament d'Interior,Àrea Regional de Recursos Operatius (Regió Policial Metropolitana Sud),null,13760
25700,Alt Urgell,La Seu d'Urgell,10121,Departament d'Interior,Àrea Regional de Recursos Operatius (Regió Policial Pirineu Occidental),null,13760
25008,Segrià,Lleida,10110,Departament d'Interior,Àrea Regional de Recursos Operatius (Regió Policial Ponent),null,13760
43500,Baix Ebre,Tortosa,13208,Departament d'Interior,Àrea Regional de Recursos Operatius (Regió Policial Terres de l'Ebre),null,13760
8025,Barcelonès,Barcelona,6711,Departament d'Interior,Àrea Regional de Seguretat d'Edificis i Trasllats,null,13760
43006,Tarragonès,Tarragona,13196,Departament d'Interior,Àrea Regional de Trànsit (Regió Policial Camp de Tarragona),null,13760
8243,Bages,Manresa,10640,Departament d'Interior,Àrea Regional de Trànsit (Regió Policial Central),null,13760
17005,Gironès,Girona,7880,Departament d'Interior,Àrea Regional de Trànsit (Regió Policial Girona),null,13760
8402,Vallès Oriental,Granollers,13139,Departament d'Interior,Àrea Regional de Trànsit (Regió Policial Metropolitana Nord),null,13760
8980,Baix Llobregat,Sant Feliu de Llobregat,10639,Departament d'Interior,Àrea Regional de Trànsit (Regió Policial Metropolitana Sud),null,13760
25700,Alt Urgell,La Seu d'Urgell,9903,Departament d'Interior,Àrea Regional de Trànsit (Regió Policial Pirineu Occidental),null,13760
25008,Segrià,Lleida,9904,Departament d'Interior,Àrea Regional de Trànsit (Regió Policial Ponent),null,13760
43500,Baix Ebre,Tortosa,13209,Departament d'Interior,Àrea Regional de Trànsit (Regió Policial Terres de l'Ebre),null,13760
43400,Conca de Barberà,Montblanc,18380,Departament d'Interior,Àrea Regional de Trànsit Camp de Tarragona Sector Montblanc,null,13760
43006,Tarragonès,Tarragona,18381,Departament d'Interior,Àrea Regional de Trànsit Camp de Tarragona Sector Tarragona,null,13760
43700,Baix Penedès,El Vendrell,18379,Departament d'Interior,Àrea Regional de Trànsit Camp de Tarragona Sector el Vendrell,null,13760
8700,Anoia,Igualada,18397,Departament d'Interior,Àrea Regional de Trànsit Central Sector Igualada,null,13760
8243,Bages,Manresa,18398,Departament d'Interior,Àrea Regional de Trànsit Central Sector Manresa,null,13760
8500,Osona,Vic,18399,Departament d'Interior,Àrea Regional de Trànsit Central Sector Vic,null,13760
17770,Alt Empordà,Borrassà,18382,Departament d'Interior,Àrea Regional de Trànsit Girona Sector Figueres,null,13760
17005,Gironès,Girona,18383,Departament d'Interior,Àrea Regional de Trànsit Girona Sector Girona,null,13760
17800,Garrotxa,Olot,18384,Departament d'Interior,Àrea Regional de Trànsit Girona Sector Olot,null,13760
17220,Baix Empordà,Sant Feliu de Guíxols,18385,Departament d'Interior,Àrea Regional de Trànsit Girona Sector Sant Feliu de Guíxols,null,13760
8402,Vallès Oriental,Granollers,18386,Departament d'Interior,Àrea Regional de Trànsit Metropolitana Nord Sector Granollers,null,13760
8301,Maresme,Mataró,18387,Departament d'Interior,Àrea Regional de Trànsit Metropolitana Nord Sector Mataró,null,13760
8100,Vallès Oriental,Mollet del Vallès,18388,Departament d'Interior,Àrea Regional de Trànsit Metropolitana Nord Sector Mollet del Vallès,null,13760
8980,Baix Llobregat,Sant Feliu de Llobregat,18389,Departament d'Interior,Àrea Regional de Trànsit Metropolitana Sud Sector Sant Feliu de Llobregat,null,13760
8720,Alt Penedès,Vilafranca del Penedès,18400,Departament d'Interior,Àrea Regional de Trànsit Metropolitana Sud Sector Vilafranca,null,13760
25620,Pallars Jussà,Tremp,18391,Departament d'Interior,Àrea Regional de Trànsit Pirineu Occidental Sector Tremp,null,13760
25530,Vielha e Mijaran,Vielha,18401,Departament d'Interior,Àrea Regional de Trànsit Pirineu Occidental Sector Vielha,null,13760
25700,Alt Urgell,La Seu d'Urgell,18390,Departament d'Interior,Àrea Regional de Trànsit Pirineu Occidental Sector la Seu d'Urgell,null,13760
25008,Segrià,Lleida,18392,Departament d'Interior,Àrea Regional de Trànsit Ponent Sector Lleida,null,13760
25740,Noguera,Ponts,18393,Departament d'Interior,Àrea Regional de Trànsit Ponent Sector Ponts,null,13760
25300,Urgell,Tàrrega,18394,Departament d'Interior,Àrea Regional de Trànsit Ponent Sector Tàrrega,null,13760
43740,Ribera d'Ebre,Móra d'Ebre,18395,Departament d'Interior,Àrea Regional de Trànsit Terres Ebre Sector Móra d'Ebre,null,13760
43500,Baix Ebre,Tortosa,18396,Departament d'Interior,Àrea Regional de Trànsit Terres Ebre Sector Tortosa,null,13760
8015,Barcelonès,Barcelona,18648,Departament de Territori i Sostenibilitat,Àrea TIC i Gestió Projectes,Eulàlia Junyent Carrasco,3392
8036,Barcelonès,Barcelona,10686,Departament de Territori i Sostenibilitat,Àrea Tributària i d'Ingressos,Mariona Coch i Roura,3392
,,,18245,Departament de Justícia,Àrea Tècnica,null,13757
8206,Vallès Occidental,Sabadell,16121,Departament d'Interior,Àrea Tècnica de Coordinació i Suport,null,13760
8206,Vallès Occidental,Sabadell,16144,Departament d'Interior,Àrea Tècnica de Planificació i Dispositius,null,13760
8206,Vallès Occidental,Sabadell,6700,Departament d'Interior,Àrea Tècnica de Proximitat i de Seguretat Ciutadana,null,13760
8036,Barcelonès,Barcelona,10683,Departament de Territori i Sostenibilitat,Àrea d'Abastament d'Aigua,José Miguel Diéguez Garcia,3392
8001,Barcelonès,Barcelona,9694,Departament de Benestar Social i Família,Àrea d'Acolliments Familiars i d'Adopcions,Anna Domenech i Bresca,5823
8021,Barcelonès,Barcelona,14332,Departament d'Ensenyament,Àrea d'Acreditació de la Competència,Àngel Farrés Miravet,1599
8017,Barcelonès,Barcelona,12986,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Àrea d'Activitats Cinegètiques,Ricard Casanovas Urgell,4163
8008,Barcelonès,Barcelona,5388,Departament d'Empresa i Ocupació,Àrea d'Actuacions Industrials,Eduard Figuerola Pérez,15638
8015,Barcelonès,Barcelona,18645,Departament de Territori i Sostenibilitat,Àrea d'Actuacions Judicials,Ma.Josep Montagut Barbarà,3392
8002,Barcelonès,Barcelona,16098,Departament de Governació i Relacions Institucionals,Àrea d'Administració Electrònica,Montserrat Soler i Sala,655
8002,Barcelonès,Barcelona,18194,Departament de Cultura,Àrea d'Administració Electrònica i Documentació,Joan Domingo Basora,2221
8015,Barcelonès,Barcelona,18657,Departament de Territori i Sostenibilitat,Àrea d'Administració de Finques,David Martín León,3392
8003,Barcelonès,Barcelona,12607,Parlament de Catalunya,Àrea d'Administració de Sistemes d'Informació,Vicenç Bresa,6581
8015,Barcelonès,Barcelona,18658,Departament de Territori i Sostenibilitat,Àrea d'Administració i Contractació Patrimonial,Dolors Clopés Alemany,3392
8011,Barcelonès,Barcelona,16209,Departament d'Empresa i Ocupació,Àrea d'Administració i Control de la Gestió,Nuria del Carmen Armas Rodríguez,15638
8019,Barcelonès,Barcelona,16861,Departament d'Empresa i Ocupació,Àrea d'Administració i Serveis Generals,null,15638
8193,Vallès Occidental,Cerdanyola del Vallès,6629,Departament d'Economia i Coneixement,Àrea d'Afers Acadèmics (UAB),null,1103
8015,Barcelonès,Barcelona,18661,Departament de Territori i Sostenibilitat,Àrea d'Ajuts Socials a l'Habitatge,Núria Bonada Subirana,3392
8950,Baix Llobregat,Esplugues de Llobregat,2581,Departament de la Presidència,Àrea d'Alt Rendiment i Esport Federat,Carles Giralt Grau,6
8010,Barcelonès,Barcelona,17048,Departament d'Economia i Coneixement,Àrea d'Anàlisi de Mercat,null,1103
8019,Barcelonès,Barcelona,15820,Departament d'Empresa i Ocupació,Àrea d'Anàlisi i Prospectiva,Núria Tuset Zamora,15638
,,,18102,Departament de la Presidència,"Àrea d'Anàlisi, Planificació i Avaluació de les polítiques esportives de la Generalitat",null,6
8002,Barcelonès,Barcelona,590,Departament de Governació i Relacions Institucionals,"Àrea d'Anàlisi, Planificació i Avaluació dels Recursos Humans",Juliana Vilert i Barnet,655
8010,Barcelonès,Barcelona,16458,Departament d'Economia i Coneixement,Àrea d'Aplicació dels Tributs i Procediments,David Canada i Zapater,1103
